"skillKind","skillID","skillName","owner","attribute","effect","targetType","isAttack","recastMax","recastMin","maxLevel","skillLvUp2","skillLvUp3","skillLvUp4","skillLvUp5","skillLvUp6","skillLvUp7","skillLvUp8","buffs","debuffs","specialEffects","numHits","skillMod","hpMod","defMod","spdMod","enemyHPMod","enemySPDMod"
"1","460","Nightmare That Never Wakes Up","Sadistic Succubus Marianne","light","Attack 5 times at random, and inflict sleep for 1 turn each. if the targeted enemy is inflicted with sleep, damage is increased by 50%. This attack does will not awaken enemies affected by sleep.","Random","TRUE","4","5","4","DMG +10%","DMG +10%","Recast Turns -1","","","","","","sleep","","5","2","0","0","0","0","0"
"1","461","Invitation To A Dream","Sadistic Succubus Seira","dark","Attack an enemy, with a 50% chance to inflict sleep for 1 turn. This attack does will not awaken enemies affected by sleep.","Single","TRUE","0","0","7","Debuff Activation +5%","DMG +5%","DMG +10%","Debuff Activation +10%","DMG +10%","Debuff Activation +15%","","","sleep","","1","3.9","0","0","0","0","0"
"1","462","Incubus Blow","Sadistic Succubus Seira","dark","Attack an enemy and inflict sleep for 1 turn, and inclift no recovery for 2 turns. If the targeted enemy is inflicted with sleep, damage is increased by 50%. This attack does will not awaken enemies affected by sleep.","Single","TRUE","3","4","4","DMG +5%","DMG +5%","DMG +10%","Recast Turns -1","","","","","sleep,no recovery","","1","5.6","0","0","0","0","0"
"1","463","Dream Of Rejection","Sadistic Succubus Seira","dark","Attack all enemies and inflict no recovery for 2 turns. If the targeted enemy is inflicted with sleep, inflict DEF down for 2 turns. This attack will not awaken enemies affected by sleep.","All","TRUE","4","5","4","DMG +10%","DMG +10%","Recast Turns -1","","","","","","no recovery,sleep,DEF down","","1","4.3","0","0","0","0","0"
"1","464","Invitation To A Dream","Sadistic Succubus Lilly","fire","Attack an enemy, with a 50% chance to inflict sleep for 1 turn. This attack does will not awaken enemies affected by sleep.","Single","TRUE","0","0","7","Debuff Activation +5%","DMG +5%","DMG +10%","Debuff Activation +10%","DMG +10%","Debuff Activation +15%","","","sleep","","1","3.9","0","0","0","0","0"
"1","465","Incubus Blow","Sadistic Succubus Lilly","fire","Attack an enemy and inflict sleep for 1 turn, and inclift no recovery for 2 turns. If the targeted enemy is inflicted with sleep, damage is increased by 50%. This attack does will not awaken enemies affected by sleep.","Single","TRUE","3","4","4","DMG +5%","DMG +5%","DMG +10%","Recast Turns -1","","","","","sleep,no recovery","","1","5.6","0","0","0","0","0"
"1","466","Nightmare Waltz","Sadistic Succubus Lilly","fire","Attack all enemies and inflict SPD down and miss rate boost for 2 turns. This attack will not awaken enemies affected by sleep.","All","TRUE","4","6","5","DMG +10%","DMG +10%","Recast Turns -1","Recast Turns -1","","","","","SPD down,miss rate boost,sleep","","1","3.9","0","0","0","0","0"
"1","467","Decorate","Holy Santa Iroha","light","Attack an enemy, with a 30% chance to gain a turn. Can be activated a max of twice consecutively. If a turn is not gained, grant SPD up to self for 1 turn.","Single","TRUE","0","0","5","DMG +5%","DMG +5%","DMG +10%","DMG +10%","","","","SPD up","","","2","3.2","0","0","0","0","0"
"1","468","Star Present","Holy Santa Iroha","light","Attack an enemy and restore all allies' HP by 15% of own HP.","All","TRUE","3","4","5","DMG +5%","DMG +10%","DMG +10%","Recast Turns -1","","","","","","","1","6","0","0","0","0","0"
"1","469","Bell Echoing In The Holy Night","Holy Santa Iroha","light","Grant barrier equal to 15% of own max HP and immune to all allies for 3 turns.","All","FALSE","4","5","2","Recast Turns -1","","","","","","","barrier,immune","","","0","0","0","0","0","0","0"
"1","470","Decorate","Holy Santa Aka","dark","Attack an enemy, with a 30% chance to gain a turn. Can be activated a max of twice consecutively. If a turn is not gained, grant SPD up to self for 1 turn.","Single","TRUE","0","0","5","DMG +5%","DMG +5%","DMG +10%","DMG +10%","","","","SPD up","","","2","3.2","0","0","0","0","0"
"1","471","Undeliverable Gifts","Holy Santa Aka","dark","Attack all enemies, with a 70% chance to extend recast turns by 1.","All","TRUE","4","5","6","DMG +5%","Debuff Activation +10%","DMG +15%","Debuff Activation +20%","Recast Turns -1","","","","extend recast","","1","4","0","0","0","0","0"
"1","472","Decorate","Holy Santa Cocoa","fire","Attack an enemy, with a 30% chance to gain a turn. Can be activated a max of twice consecutively. If a turn is not gained, grant SPD up to self for 1 turn.","Single","TRUE","0","0","5","DMG +5%","DMG +5%","DMG +10%","DMG +10%","","","","SPD up","","","2","3.2","0","0","0","0","0"
"1","473","Sled Attack","Holy Santa Cocoa","fire","Attack an enemy and absorb 30% move gauge.","Single","TRUE","2","3","5","DMG +5%","DMG +10%","DMG +10%","Recast Turns -1","","","","","","","1","5.4","0","0","0","0","0"
"1","474","Dojikko Present","Holy Santa Cocoa","fire","Attack 2 times at random, with a 75% chance each to inflict burn for 2 turns.","Random","TRUE","3","4","5","DMG +5%","Debuff Activation +10%","DMG +10%","Debuff Activation +15%","Recast Turns -1","","","","burn","","1","3.8","0","0","0","0","0"
"1","475","Decorate","Holy Santa Hanabi","lightning","Attack an enemy, with a 30% chance to gain a turn. Can be activated 2 times in successions. If an extra turn is not granted, grant SPD up to self for 1 turn.","Single","TRUE","0","0","5","DMG +5%","DMG +5%","DMG +10%","DMG +10%","","","","SPD up","","","1","3.2","0","0","0","0","0"
"1","476","Sled Attack","Holy Santa Hanabi","lightning","Attack an enemy and absorb 30% move gauge.","Single","TRUE","2","3","5","DMG +5%","DMG +10%","DMG +10%","Recast Turns -1","","","","","","","1","5.4","0","0","0","0","0"
"1","477","Gifts For Good Children","Holy Santa Hanabi","lightning","Restore 30% HP to all allies and grant 30% move gauge boost.","All","FALSE","4","5","4","Heal Amount +10%","Heal Amount +10%","Recast Turns -1","","","","","move gauge boost","","","0","0","0","0","0","0","0"
"1","478","Decorate","Holy Santa Akisa","water","Attack an enemy, with a 30% chance to gain a turn. Can be activated a max of twice consecutively. If a turn is not gained, grant SPD up to self for 1 turn.","Single","TRUE","0","0","5","DMG +5%","DMG +5%","DMG +10%","DMG +10%","","","","SPD up","","","2","3.2","0","0","0","0","0"
"1","479","Sled Attack","Holy Santa Akisa","water","Attack an enemy and absorb 30% move gauge.","Single","TRUE","2","3","5","DMG +5%","DMG +10%","DMG +10%","Recast Turns -1","","","","","","","1","5.4","0","0","0","0","0"
"1","480","Hurry Delivery","Holy Santa Akisa","water","Attack all enemies twice. If a crit hit, grant 10% move gauge boost to self. This attack's crit hit rate is boosted by 30%.","All","TRUE","3","4","5","DMG +5%","DMG +10%","DMG +10%","Recast Turns -1","","","","move gauge boost","","","2","2.3","0","0","0","0","0"
"1","481","Reindeer Tackle","Sexy Reindeer Seira","water","Attack an enemy with power that grows in proportion to own DEF, with a 15% chance to inflict taunt for 1 turn.","Single","TRUE","0","0","6","DMG +5%","Debuff Activation +5%","DMG +10%","DMG +10%","Debuff Activation +10%","","","","taunt","","1","1.4","0","2.6","0","0","0"
"1","482","Deer Rush","Sexy Reindeer Seira","water","Attack an enemy with power that grows in proportion to own DEF and set the move gauge to 0","Single","TRUE","3","4","4","DMG +5%","DMG +10%","Recast Turns -1","","","","","","","","1","2","0","3.3","0","0","0"
"1","483","Holy Horn Attack","Sexy Reindeer Seira","water","Attack an enemy with power that grows in proportion to own DEF, remove all enemy buff effects, and inflict DEF down for 3 turns.","Single","TRUE","4","5","4","DMG +10%","DMG +15%","Recast Turns -1","","","","","","DEF down,remove buff","","1","0","0","8","0","0","0"
"1","484","Reindeer Tackle","Sexy Reindeer Marianne","lightning","Attack an enemy with power that grows in proportion to own DEF, with a 15% chance to inflict taunt for 1 turn.","Single","TRUE","0","0","6","DMG +5%","Debuff Activation +5%","DMG +10%","DMG +10%","Debuff Activation +10%","","","","taunt","","1","1.4","0","2.6","0","0","0"
"1","485","Swinging The Corner","Sexy Reindeer Marianne","lightning","Attack an enemy with power that grows in proportion to own DEF and inflict cut for 3 turns.","Single","TRUE","2","3","4","DMG +5%","DMG +10%","DMG +10%","Recast Turns -1","","","","","cut","","1","2.5","0","2.8","0","0","0"
"1","486","Unstoppable Clash","Sexy Reindeer Marianne","lightning","Attack an enemy 3 times with power that grows in proportion to own DEF, with a 15% chance each to inflict stun for 1 turn.","Single","TRUE","3","5","7","DMG +10%","Debuff Activation +10%","DMG +10%","Debuff Activation +10%","Recast Turns -1","Recast Turns -1","","","stun","","3","1.5","0","1.5","0","0","0"
"1","487","Reindeer Tackle","Sexy Reindeer Eliza","dark","Attack an enemy with power that grows in proportion to own DEF, with a 15% chance to inflict taunt for 1 turn.","Single","TRUE","0","0","6","DMG +5%","Debuff Activation +5%","DMG +10%","DMG +10%","Debuff Activation +10%","","","","taunt","","1","1.4","0","2.6","0","0","0"
"1","488","Swinging The Corner","Sexy Reindeer Eliza","dark","Attack an enemy with power that grows in proportion to own DEF and inflict cut for 3 turns.","Single","TRUE","2","3","4","DMG +5%","DMG +10%","DMG +10%","Recast Turns -1","","","","","cut","","1","2.5","0","2.8","0","0","0"
"1","489","Fascinating Deer","Sexy Reindeer Eliza","dark","Attack all enemies with power that grows in proportion to own DEF, with a 50% chance to inflict no buff for 2 turns","All","TRUE","3","5","6","DMG +5%","DMG +10%","DMG +10%","Recast Turns -1","Recast Turns -1","","","","","","1","1.6","0","3","0","0","0"
"1","490","Manipulation Sword Raid","Royal Knight Armor Ao","light","Attack an enemy 3 times, witha 30% chance each to inflict DEF down for 2 turns","Single","TRUE","0","0","6","DMG +5%","Debuff Activation +10%","DMG +10%","Debuff Activation +10%","DMG +10%","","","","DEF down","","3","1.1","0","1.755","0","0","0"
"1","491","Seiyanagi Ryuka","Royal Knight Armor Ao","light","Remove all debuff effects, grant counter stance to self for 2 turns, and grant regen to all allies for 2 turns.","All","FALSE","4","5","3","Recast Turns -1","Recast Turns -1","","","","","","counter stance,regen,remove debuff","","","0","0","0","0","0","0","0"
"1","492","Manipulation Sword Raid","Royal Knight Armor Lilly","water","Attack an enemy 3 times, witha 30% chance each to inflict DEF down for 2 turns","Single","TRUE","0","0","6","DMG +5%","Debuff Activation +10%","DMG +10%","Debuff Activation +10%","DMG +10%","","","","DEF down","","3","1.3","0","0","0","0","0"
"1","493","All Japan Kendo Federation","Royal Knight Armor Lilly","water","Attack an enemy twice and inflict cut for 2 turns. If crit hit, inflict DEF down for 2 turns.","Single","TRUE","2","4","6","DMG +5%","DMG +10%","DMG +10%","Recast Turns -1","Recast Turns -1","","","","cut,DEF down","","2","2.8","0","0","0","0","0"
"1","494","Torrent Turbulence","Royal Knight Armor Lilly","water","Attack an enemy 3 times, each inflicting a laceration for 1 turn. If this attack causes a critical hit, it will interfere with recovery for another 2 turns.","Single","TRUE","3","4","5","DMG +5%","DMG +10%","DMG +10%","Recast Turns -1","","","","","","","3","2.6","0","0","0","0","0"
"1","495","Manipulation Sword Raid","Royal Knight Armor Hanabi","dark","Attack an enemy 3 times, witha 30% chance each to inflict DEF down for 2 turns","Single","TRUE","0","0","6","DMG +5%","Debuff Activation +10%","DMG +10%","Debuff Activation +10%","DMG +10%","","","","DEF down","","3","-1","0","0","0","0","0"
"1","496","All Japan Kendo Federation","Royal Knight Armor Hanabi","dark","Attack an enemy twice and inflict cut for 2 turns. If crit hit, inflict DEF down for 2 turns.","Single","TRUE","2","4","6","DMG +5%","DMG +10%","DMG +10%","Recast Turns -1","Recast Turns -1","","","","cut,DEF down","","2","-1","0","0","0","0","0"
"1","497","Spirit Tray","Snow Queen Eliza","water","Attack all enemies, with a 15% chance to inflict freeze for 1 turn. ","All","TRUE","0","0","5","DMG +5%","DMG +5%","DMG +10%","DMG +10%","","","","","freeze","","1","-1","0","0","0","0","0"
"1","498","Frost Mist","Snow Queen Eliza","water","Attack all enemies with power that depends on the enemies' SPD.","All","TRUE","3","3","4","DMG +5%","DMG +10%","DMG +10%","","","","","","","","1","-1","0","0","0","0","-1"
"1","499","Blizzard Waltz","Snow Queen Eliza","water","Attack all enemies 3 times, with a 20% chance each to inflict freeze for 1 turn. If this attack knocks out an enemy, gain a turn.","All","TRUE","4","5","5","DMG +5%","DMG +10%","DMG +10%","Recast Turns -1","","","","","freeze","","3","-1","0","0","0","0","0"
"1","500","Spirit Tray","Snow Queen Iroha","fire","Attack all enemies, with a 15% chance to inflict freeze for 1 turn. ","All","TRUE","0","0","5","DMG +5%","DMG +5%","DMG +10%","DMG +10%","","","","","freeze","","1","-1","0","0","0","0","0"
"1","501","Queen's Pressure","Snow Queen Iroha","fire","Attack an enemy and inflict 50% move gauge down.","Single","TRUE","2","3","5","DMG +5%","DMG +10%","DMG +10%","Recast Turns -1","","","","","move gauge down","","1","-1","0","0","0","0","0"
"1","502","Flare Storm","Snow Queen Iroha","fire","Attack all enemies, with an 80% chance each to inflict ATK down and miss rate boost for 2 turns.","All","TRUE","3","4","6","Debuff Activation +10%","DMG +10%","DMG +10%","Debuff Activation +10%","Recast Turns -1","","","","ATK down,miss rate boost","","1","-1","0","0","0","0","0"
"1","503","Spirit Tray","Snow Queen Aka","light","Attack all enemies, with a 15% chance to inflict freeze for 1 turn. ","All","TRUE","0","0","5","DMG +5%","DMG +5%","DMG +10%","DMG +10%","","","","","freeze","","1","-1","0","0","0","0","0"
"1","504","Queen's Pressure","Snow Queen Aka","light","Attack an enemy and inflict 50% move gauge down.","Single","TRUE","2","3","5","DMG +5%","DMG +10%","DMG +10%","Recast Turns -1","","","","","move gauge down","","1","-1","0","0","0","0","0"
"1","505","Guardian Light Wall","Snow Queen Aka","light","Remove all debuff effects from an ally and grant invincibility for 3 turns.","Single","FALSE","5","7","3","Recast Turns -1","Recast Turns -1","","","","","","","","","0","0","0","0","0","0","0"
"1","506","Wind Law","New Year Maiden 2020 Akisa","lightning","Attack an enemy with power that grows in proportion to own SPD, with a 50% chance to inflict ATK down for 2 turns.","Single","TRUE","0","0","6","DMG +5%","Debuff Activation +10%","DMG +10%","DMG +10%","Debuff Activation +15%","","","","ATK down","","1","1.2","0","0","15","0","0"
"1","507","Nagi's Three Strikes","New Year Maiden 2020 Akisa","lightning","Attack an 3 times with power that grows in proportion to own SPD, with a 50% chance each to inflict DEF down for 2 turns.","Single","TRUE","3","3","6","Debuff Activation +5%","DMG +10%","Debuff Activation +5%","DMG +10%","Debuff Activation +10%","","","","DEF down","","3","0.8","0","0","10","0","0"
"1","508","Wind Law","New Year Maiden 2020 Lilly","dark","Attack an enemy with power that grows in proportion to own SPD, with a 50% chance to inflict ATK down for 2 turns.","Single","TRUE","0","0","6","DMG +5%","Debuff Activation +10%","DMG +10%","DMG +10%","Debuff Activation +15%","","","","ATK down","","1","1.2","0","0","15","0","0"
"1","509","Gohei Swing","New Year Maiden 2020 Lilly","dark","Attack an enemy 3 times,with a 50% chance to inflict ATK down for 2 turns on the 1st and 2nd attack, and no recovery for 2 turns on the 3rd attack.","Single","TRUE","2","4","7","DMG +5%","DMG +5%","Debuff Activation +10%","Recast Turns -1","DMG +10%","Recast Turns -1","","","ATK down,no recovery","","3","1.9","0","0","0","0","0"
"1","510","New Year Cheerful","New Year Maiden 2020 Lilly","dark","Restore 25% HP to all allies and grants ATK up for 1 turn.","All","FALSE","3","5","4","Recast Turns -1","Buff effect duration +1","Recast Turns -1","","","","","ATK up","","","0","0","0","0","0","0","0"
"1","511","Wind Law","New Year Maiden 2020 Seira","water","Attack an enemy with power that grows in proportion to own SPD, with a 50% chance to inflict ATK down for 2 turns.","Single","TRUE","0","0","6","DMG +5%","Debuff Activation +10%","DMG +10%","DMG +10%","Debuff Activation +15%","","","","ATK down","","1","1.2","0","0","15","0","0"
"1","512","Harae Transfer","New Year Maiden 2020 Seira","water","Attack an enemy and inflcit DEF down and SPD down for 2 turns.","Single","TRUE","3","4","5","DMG +5%","DMG +10%","DMG +10%","Recast Turns -1","","","","","DEF down,SPD down","","1","5.7","0","0","0","0","0"
"1","513","Wish To Fall","New Year Maiden 2020 Seira","water","Attack at random 4 times, with an 80% chance each to inflict no buff for 2 turns. Damage increases with each successive hit on the same enemy","Random","TRUE","4","5","6","DMG +10%","Debuff Activation +10%","DMG +10%","Debuff Activation +10%","Recast Turns -1","","","","no buff","","4","3.5","0","0","0","0","0"
"1","514","Sucking Magic","Tamamo-no-mae Cocoa","lightning","Attack an enemy, with a 75% chance to absorb 25% move gauge.","Single","TRUE","0","0","5","DMG +5%","DMG +5%","DMG +10%","DMG +10%","","","","","","","1","4.3","0","0","0","0","0"
"1","515","Great Witchcraft, Hogetsu Horai","Tamamo-no-mae Cocoa","lightning","Attack an enemy with the least amount of HP. This attack ignores defense and inflicts no revive if the enemy is knocked out.","Single","TRUE","4","5","5","DMG +10%","DMG +10%","DMG +10%","Recast Turns -1","","","","","","","1","5.4","0","0","0","0","0"
"1","516","Burst Glide","Phoenix Aka","fire","Attack an enemy with a 50% chance to inflict burn for 2 turns.","Single","TRUE","0","0","7","DMG +10%","Debuff Activation +10%","DMG +10%","Debuff Activation +10%","DMG +10%","Debuff Activation +10%","","","burn","","1","4.2","0","0","0","0","0"
"1","517","Ignite Blaze","Phoenix Aka","fire","Attack an enemy with power that grows stronger the higher the HP percentage of the targeted enemy and inflict burn for 2 turns.","Single","TRUE","2","4","5","DMG +10%","DMG +10%","Recast Turns -1","Recast Turns -1","","","","","burn","","1","6","0","0","0","0","0"
"1","518","Burst Glide","Phoenix Hanabi","lightning","Attack an enemy with a 50% chance tp inflict shock for 2 turns.","Single","TRUE","0","0","7","DMG +10%","Debuff Activation +10%","DMG +10%","Debuff Activation +10%","DMG +10%","Debuff Activation +10%","","","shock","","1","4.2","0","0","0","0","0"
"1","519","Lightning Bright","Phoenix Hanabi","lightning","Attack an enemy twice, inflict SPD down for 3 turns , and inflict 30% move gauge down. if the move gauge of the targeted enemy becomes 0, grant extra turn.","Single","TRUE","3","4","5","DMG +5%","DMG +10%","DMG +10%","Recast Turns -1","","","","","SPD down,move gauge down","","2","3","0","0","0","0","0"
"1","520","Heat Wave","Magica 2020 Evo Lilly","fire","Attack an enemy with power that grows in proportion to own SPD, with a 50% chance to inflict cut for 2 turns.","Single","TRUE","0","0","6","DMG +5%","Debuff Activation +10%","DMG +10%","DMG +10%","Debuff Activation +15%","","","","cut","","1","-1","0","0","-1","0","0"
"1","521","Flame Hot Wind Wave","Magica 2020 Evo Lilly","fire","Attack an enemy with power that grows in proportion to own SPD. if crit hit, grant SPD up to self for 2 turns.","Single","TRUE","2","3","4","DMG +10%","DMG +10%","Recast Turns -1","","","","","SPD up","","","1","-1","0","0","-1","0","0"
"1","522","Crimson Inflim","Magica 2020 Evo Lilly","fire","Attack all enemies 3 time with power that grows in proportion to own SPD, with a 50% chance each to inflict no buff and no recovery for 2 turns. grant 20% move gauge boost to all allies.","All","TRUE","4","5","6","DMG +10%","DMG +10%","Debuff Activation +10%","Debuff Activation +10%","Recast Turns -1","","","move gauge boost","no buff,no recovery","","1","-1","0","0","-1","0","0"
"1","523","Heat Wave","Magica 2020 Lilly","fire","Attack an enemy with power that grows in proportion to own SPD, with a 50% chance to inflict cut for 2 turns.","Single","TRUE","0","0","6","DMG +5%","Debuff Activation +10%","DMG +10%","DMG +10%","Debuff Activation +15%","","","","cut","","1","-1","0","0","-1","0","0"
"1","524","Flame Hot Wind Wave","Magica 2020 Lilly","fire","Attack an enemy with power that grows in proportion to own SPD. if crit hit, grant SPD up to self for 2 turns.","Single","TRUE","2","3","4","DMG +10%","DMG +10%","Recast Turns -1","","","","","SPD up","","","1","-1","0","0","-1","0","0"
"1","525","Slap","Rakshasa Seira","light","Attack an enemy, with a 35% chance to inflict stun for 1 turn.","Single","TRUE","0","0","5","DMG +5%","DMG +10%","DMG +10%","Debuff Activation +15%","","","","","stun","","1","-1","0","0","0","0","0"
"1","526","Demonization","Rakshasa Seira","light","Grant immunity and ATK up to self for 3 turns. Then gain a turn to self.","Self","FALSE","3","5","3","Recast Turns -1","Recast Turns -1","","","","","","ATK up","","","0","0","0","0","0","0","0"
"1","527","Rakshasa","Rakshasa Seira","light","Attack all enemies with power that grows in proportion to own max HP and inflict DEF down and cut for 2 turns.","All","TRUE","4","5","5","DMG +10%","DMG +10%","DMG +10%","Recast Turns -1","","","","","DEF down,cut","","1","-1","-1","0","0","0","0"
"1","528","Slap","Rakshasa Cocoa","dark","Attack an enemy, with a 35% chance to inflict stun for 1 turn.","Single","TRUE","0","0","5","DMG +5%","DMG +10%","DMG +10%","Debuff Activation +15%","","","","","stun","","1","-1","0","0","0","0","0"
"1","529","Powder Attack","Rakshasa Cocoa","dark","Attack an enemy, with a 75% chance to inflict DEF down for 2 turns.","Single","TRUE","3","4","7","DMG +10%","Debuff Activation +10%","DMG +15%","Debuff Activation +15%","Added Effect: inflict seal on all enemies for 2 turns","Recast Turns -1","","","DEF down","","1","-1","0","0","0","0","0"
"1","530","Devilish Barrage","Rakshasa Cocoa","dark","Attack an enemy 3 times and each inflict cut for 2 turns.","Single","TRUE","3","4","5","DMG +10%","DMG +10%","The third attack is generalized (?)","Recast Turns -1","","","","","cut","","3","-1","0","0","0","0","0"
"1","531","Slap","Rakshasa Aka","lightning","Attack an enemy, with a 35% chance to inflict stun for 1 turn.","Single","TRUE","0","0","5","DMG +5%","DMG +10%","DMG +10%","Debuff Activation +15%","","","","","stun","","1","-1","0","0","0","0","0"
"1","532","Soulless Club","Rakshasa Aka","lightning","Attack an enemy and inflict no recovery for 2 turns. If enemy is knocked out from attack, Restore 35% of own HP.","Single","TRUE","3","4","6","DMG +5%","DMG +5%","DMG +10%","DMG +10%","Recast Turns -1","","","","no recovery","","1","-1","0","0","0","0","0"
"1","533","Demon Lightning Storm","Rakshasa Aka","lightning","Attack all enemies, with a 50% chance to inflict shock for 2 turns.","All","TRUE","4","5","6","DMG +5%","Debuff Activation +10%","DMG +10%","Debuff Activation +15%","Recast Turns -1","","","","shock","","1","-1","0","0","0","0","0"
"1","534","Minimal Chocolate","Valentine Patissier Marianne","fire","Attack an enemy, with a 50% chance to inflict 30% move gauge down.","Single","TRUE","0","0","7","DMG +5%","Debuff Activation +5%","DMG +10%","Debuff Activation +10%","DMG +10%","Debuff Activation +15%","","","move gauge down","","1","-1","0","0","0","0","0"
"1","535","Hot Chocolate","Valentine Patissier Marianne","fire","Grant RST up and regen to all allies for 2 turns and inflict burn on all enemies for 2 turns.","All","FALSE","3","5","3","Recast Turns -1","Recast Turns -1","","","","","","RST up,regen","burn","","0","0","0","0","0","0","0"
"1","536","Chocolate That Reaches The Heart","Valentine Patissier Marianne","fire","Grant 100% move gauge boost to another ally and grant DEF up and criti rate boost to all allies for 2 turns. In addition, grant 50% move gauge boost to self.","All","FALSE","4","6","3","Recast Turns -1","Recast Turns -1","","","","","","move gauge boost,DEF up","","","0","0","0","0","0","0","0"
"1","537","Minimal Chocolate","Valentine Patissier Iko","dark","Attack an enemy, with a 50% chance to inflict 30% move gauge down.","Single","TRUE","0","0","7","DMG +5%","Debuff Activation +5%","DMG +10%","Debuff Activation +10%","DMG +10%","Debuff Activation +15%","","","move gauge down","","1","-1","0","0","0","0","0"
"1","538","Overflowing Omoi","Valentine Patissier Iko","dark","After all enemies and restore 20% HP to all allies.","All","TRUE","2","3","5","DMG +10%","DMG +10%","DMG +10%","Recast Turns -1","","","","","","","1","-1","0","0","0","0","0"
"1","539","Katai Chocolate","Valentine Patissier Iko","dark","Grant crit hit received rate down and barrier equal to 20% HP to all allies for 3 turns.","All","TRUE","4","5","2","Recast Turns -1","","","","","","","crit hit received rate down,barrier","","","1","-1","0","0","0","0","0"
"1","540","Nail Sharpening","Stray Cat Iko","water","Attack an enemy and grant crit hit rate boost for 1 turn. If a crit hit, grant 30% move gauge boost to self.","Single","TRUE","0","0","4","DMG +5%","DMG +10%","DMG +10%","","","","","crit hit rate boost,move gauge boost","","","1","-1","0","0","0","0","0"
"1","541","Cat Cat Scratch","Stray Cat Iko","water","Attack an enemy 4 times and remove 1 enemy buff effect each. In addition, grant immune to self for 2 turns and invincibility to another ally for 1 turn.","Single","TRUE","3","4","4","DMG +10%","DMG +10%","DMG +10%","Recast Turns -1","","","","immune","remove buff","","4","-1","0","0","0","0","0"
"1","542","Nail Sharpening","Stray Cat Cocoa","fire","Attack an enemy and grant crit hit rate boost for 1 turn. If a crit hit, grant 30% move gauge boost to self.","Single","TRUE","0","0","4","DMG +5%","DMG +10%","DMG +10%","","","","","crit hit rate boost,move gauge boost","","","1","-1","0","0","0","0","0"
"1","543","Menacing Bark","Stray Cat Cocoa","fire","Grant crit hit boost and counter stance to self for 2 turns.","Self","FALSE","3","5","3","Recast Turns -1","Recast Turns -1","","","","","","counter stance","","","0","0","0","0","0","0","0"
"1","544","Hairball Bomb","Stray Cat Cocoa","fire","Attack an enemy with power that grows in proportion to own defense, with a 75% chance to inflict taunt for 2 turns.","Single","TRUE","4","5","6","DMG +10%","Debuff Activation +10%","DMG +10%","Debuff Activation +15%","Recast Turns -1","","","","taunt","","1","-1","0","-1","0","0","0"
"1","545","White Impact","Demon's Style Leukosia Akisa","fire","Attack an enemy, with a 50% chance to inflict ATK down for 2 turns.","Single","TRUE","0","0","6","DMG +5%","DMG +5%","Debuff Activation +10%","DMG +15%","Debuff Activation +15%","","","","ATK down","","1","-1","0","0","0","0","0"
"1","546","Crash Howl","Demon's Style Leukosia Akisa","fire","Attack all enemies with power that grows in proportion to own max HP, with a 30% chance to inflict stun for 1 turn.","All","TRUE","3","4","7","Debuff Activation +10%","DMG +10%","Debuff Activation +10%","DMG +10%","Debuff Activation +10%","Recast Turns -1","","","stun","","1","-1","-1","0","0","0","0"
"1","547","Loud Scream","Demon's Style Leukosia Akisa","fire","Attack all enemies. If targetred enemy is suffering from debuffs, damage is increased by 30% for each debuff effect.","All","TRUE","4","5","5","DMG +5%","DMG +10%","DMG +10%","Recast Turns -1","","","","","","","1","-1","0","0","0","0","0"
"1","548","White Impact","Demon's Style Leukosia Seira","lightning","Attack an enemy, with a 50% chance to inflict ATK down for 2 turns.","Single","TRUE","0","0","6","DMG +5%","DMG +5%","Debuff Activation +10%","DMG +15%","Debuff Activation +15%","","","","ATK down","","1","-1","0","0","0","0","0"
"1","549","Siren Barks","Demon's Style Leukosia Seira","lightning","Grant ATK up and crit hit rate boost to all allies for 3 turns.","All","FALSE","3","5","3","Recast Turns -1","Recast Turns -1","","","","","","ATK up,crit hit rate boost","","","0","0","0","0","0","0","0"
"1","550","White Impact","Demon's Style Leukosia Lilly","water","Attack an enemy, with a 50% chance to inflict ATK down for 2 turns.","Single","TRUE","0","0","6","DMG +5%","DMG +5%","Debuff Activation +10%","DMG +15%","Debuff Activation +15%","","","","ATK down","","1","-1","0","0","0","0","0"
"1","551","Sonic Bubble","Demon's Style Leukosia Lilly","water","Grant 100% move gauge boost to an ally and grant regen for 2 turns.","Single","FALSE","3","5","3","Recast Turns -1","Recast Turns -1","","","","","","move gauge boost,regen","","","0","0","0","0","0","0","0"
"1","552","White Impact","Demon's Style Leukosia Cocoa","fire","Attack an enemy, with a 50% chance to inflict ATK down for 2 turns.","Single","TRUE","0","0","6","DMG +5%","DMG +5%","Debuff Activation +10%","DMG +15%","Debuff Activation +15%","","","","ATK down","","1","-1","0","0","0","0","0"
"1","553","Magic Cluster","Demon's Style Leukosia Cocoa","fire","Attack an enemy twice and absorb 25% move gauge. In addition, grant SPD up to self for 2 turns.","Single","TRUE","3","4","5","DMG +5%","DMG +5%","DMG +15%","Recast Turns -1","","","","SPD up","","","2","-1","0","0","0","0","0"
"1","554","White Impact","Demon's Style Leukosia Marianne","lightning","Attack an enemy, with a 50% chance to inflict ATK down for 2 turns.","Single","TRUE","0","0","6","DMG +5%","DMG +5%","Debuff Activation +10%","DMG +15%","Debuff Activation +15%","","","","ATK down","","1","-1","0","0","0","0","0"
